DateTime,PM2.5 (ug/m3),CO (ppm),NO2 (ppb),O3 (ppb),SO2 (ppb),Amb Temp (C),Rel Hum (%),WS (m/s)
01/04/2016 00:00,32,1.0309,31,45,5,22,36,3.2
02/04/2016 00:00,26,1.0516,26,48,4,22,37,2.5
03/04/2016 00:00,33,0.8247,20,37,3,23,43,3
04/04/2016 00:00,29,0.8507,19,31,2,20,59,3.8
05/04/2016 00:00,36,1.0058,20,39,3,18,62,2.3
06/04/2016 00:00,24,0.7531,19,14,5,15,66,4.8
07/04/2016 00:00,10,0.4847,15,13,7,11,65,4.9
08/04/2016 00:00,23,0.8784,23,23,7,14,57,2.5
09/04/2016 00:00,30,0.8459,21,26,5,16,61,1.7
10/04/2016 00:00,45,0.942,24,36,5,17,55,1.2
11/04/2016 00:00,50,1.4547,34,36,2,18,51,1.2
12/04/2016 00:00,37,0.7408,23,35,2,19,48,1.4
13/04/2016 00:00,41,1.1374,32,40,2,20,45,1.2
14/04/2016 00:00,51,1.5511,36,36,2,20,41,1.3
15/04/2016 00:00,48,1.1819,36,34,2,20,46,2.1
16/04/2016 00:00,18,1.0112,24,33,2,21,42,2.2
17/04/2016 00:00,19,1.077,27,32,2,21,39,1.7
18/04/2016 00:00,19,1.5086,29,40,2,19,47,1.8
19/04/2016 00:00,21,1.2232,22,38,2,19,52,2.2
20/04/2016 00:00,15,1.4502,26,39,2,21,45,2.3
21/04/2016 00:00,14,0.8881,21,44,2,14,70,2.6
22/04/2016 00:00,15,1.3952,23,46,2,18,56,2.5
23/04/2016 00:00,11,0.7071,18,48,2,20,43,3.1
24/04/2016 00:00,20,0.7877,22,32,2,19,46,3.3
25/04/2016 00:00,26,1.2313,22,36,2,19,54,2.3
26/04/2016 00:00,26,0.9093,24,30,9,19,56,2.8
27/04/2016 00:00,18,0.5956,18,27,7,18,52,2.9
28/04/2016 00:00,20,1.3334,27,24,7,18,37,1.7
29/04/2016 00:00,17,1.1202,27,54,6,20,31,2.8
30/04/2016 00:00,11,0.3946,16,50,4,16,44,3.4
01/05/2016 00:00,19,0.615,21,26,7,11,62,3.2
02/05/2016 00:00,23,0.8419,23,46,4,15,53,1.8
03/05/2016 00:00,22,1.033,22,53,4,16,46,2.8
04/05/2016 00:00,31,1.0989,32,18,9,14,39,2.2
05/05/2016 00:00,26,1.054,30,38,5,15,46,2.1
06/05/2016 00:00,31,1.5139,35,40,6,16,40,2.1
07/05/2016 00:00,36,0.9741,33,23,7,16,43,2.5
08/05/2016 00:00,28,0.7213,18,25,4,13,63,4.1
09/05/2016 00:00,15,0.8002,18,25,2,13,62,3.9
10/05/2016 00:00,13,0.7962,18,28,2,13,64,3.6
11/05/2016 00:00,15,0.9449,22,28,4,16,52,3.3
12/05/2016 00:00,15,0.8919,25,25,4,17,44,3.1
13/05/2016 00:00,14,0.8274,24,24,2,16,42,3.2
14/05/2016 00:00,19,0.7605,22,20,2,10,77,2.3
15/05/2016 00:00,12,0.6804,22,22,3,11,69,2.7
16/05/2016 00:00,26,1.2103,30,21,4,13,63,1.4
17/05/2016 00:00,45,1.4087,44,21,9,15,57,1.2
18/05/2016 00:00,35,0.9283,32,27,5,14,62,2
19/05/2016 00:00,34,0.7886,30,32,4,15,60,1.9
20/05/2016 00:00,34,0.6735,28,14,10,14,62,2.4
21/05/2016 00:00,33,0.6359,23,30,6,13,64,1.7
22/05/2016 00:00,55,0.996,31,22,7,13,58,1
23/05/2016 00:00,43,1.124,36,35,7,13,52,1.6
24/05/2016 00:00,33,0.9773,32,37,7,13,49,1.5
25/05/2016 00:00,32,0.7729,31,16,10,13,45,2
26/05/2016 00:00,28,0.5264,28,17,12,12,58,2.9
27/05/2016 00:00,26,0.8249,32,18,11,12,59,1.6
28/05/2016 00:00,27,0.7562,31,23,15,13,45,1.2
29/05/2016 00:00,37,0.8274,35,34,11,13,39,1.1
30/05/2016 00:00,46,1.3052,43,35,12,13,40,0.9
31/05/2016 00:00,42,1.3651,46,32,15,13,38,1.1
01/06/2016 00:00,45,1.2498,42,43,12,13,36,1.2
02/06/2016 00:00,36,0.8803,45,33,9,13,33,1.3
03/06/2016 00:00,55,1.1738,52,39,13,13,37,1.9
04/06/2016 00:00,49,1.031,42,47,6,13,36,1.3
05/06/2016 00:00,57,0.8877,36,43,7,13,48,1.8
06/06/2016 00:00,57,1.0603,43,28,9,13,55,1.5
07/06/2016 00:00,42,1.1557,40,24,10,13,55,1.7
08/06/2016 00:00,38,1.1485,38,28,7,13,44,1.6
09/06/2016 00:00,35,1.1069,35,35,7,14,41,1.6
10/06/2016 00:00,28,1.1673,34,48,5,14,41,1.9
11/06/2016 00:00,18,0.5165,19,53,3,12,42,2.4
12/06/2016 00:00,12,0.416,19,20,12,8,47,5.3
13/06/2016 00:00,13,0.6475,18,22,2,6,78,4.3
14/06/2016 00:00,32,0.8853,21,36,2,8,78,2.8
15/06/2016 00:00,19,1.098,28,35,2,12,66,2.5
16/06/2016 00:00,15,0.6288,18,43,2,13,51,2.4
17/06/2016 00:00,20,0.7644,28,17,7,13,52,2.6
18/06/2016 00:00,25,0.6541,17,30,2,12,64,4
19/06/2016 00:00,20,0.6639,19,34,6,14,52,3.4
20/06/2016 00:00,16,0.7947,24,38,4,16,36,3.4
21/06/2016 00:00,17,0.8813,33,30,7,13,32,1.7
22/06/2016 00:00,24,0.7792,26,24,4,11,59,3.8
23/06/2016 00:00,34,1.1304,31,20,3,11,61,1.9
24/06/2016 00:00,33,0.8852,33,21,9,12,49,1.1
25/06/2016 00:00,26,0.7421,31,29,5,12,38,1.1
26/06/2016 00:00,26,0.7396,32,32,4,12,37,1.2
27/06/2016 00:00,37,0.9084,38,41,5,11,40,1.6
28/06/2016 00:00,33,0.8116,36,23,11,11,37,1.6
29/06/2016 00:00,41,1.1121,43,29,8,12,33,1.9
30/06/2016 00:00,45,1.2296,48,29,7,13,36,2.1
01/07/2016 00:00,43,1.1423,36,47,6,14,38,2.6
02/07/2016 00:00,17,0.5576,25,24,14,9,43,2.6
03/07/2016 00:00,21,0.7447,26,16,9,9,55,3
04/07/2016 00:00,32,1.0397,33,18,4,9,59,2.3
05/07/2016 00:00,30,1.0027,32,25,7,9,52,2.3
06/07/2016 00:00,25,1.0188,30,42,5,11,44,1.6
07/07/2016 00:00,33,0.8767,39,17,8,11,46,2.1
08/07/2016 00:00,27,0.6416,22,33,4,11,54,2.9
09/07/2016 00:00,24,0.5575,31,21,12,12,28,1.9
10/07/2016 00:00,31,0.7184,30,27,8,12,37,2.2
11/07/2016 00:00,33,0.9384,40,20,10,11,48,1.7
12/07/2016 00:00,30,1.0957,39,23,12,12,40,1.5
13/07/2016 00:00,39,0.993,40,15,13,12,33,2.4
14/07/2016 00:00,27,0.8122,35,21,6,11,44,2.1
15/07/2016 00:00,33,1.2434,36,31,6,11,41,1.6
16/07/2016 00:00,30,1.0726,40,23,7,11,35,1.2
17/07/2016 00:00,40,0.8445,33,21,7,11,47,2.5
18/07/2016 00:00,25,0.7294,30,25,5,11,42,2
19/07/2016 00:00,34,1.1898,40,24,9,12,31,1.2
20/07/2016 00:00,24,0.916,37,35,7,14,25,1.6
21/07/2016 00:00,21,1.2926,36,33,4,14,19,1.6
22/07/2016 00:00,24,1.3298,41,41,3,15,17,2.9
23/07/2016 00:00,18,0.767,29,46,4,11,23,2.1
24/07/2016 00:00,23,0.5698,18,28,4,11,49,4.7
25/07/2016 00:00,20,0.5859,14,26,2,10,67,6.6
26/07/2016 00:00,18,0.9342,22,33,2,10,70,3.8
27/07/2016 00:00,23,0.8891,27,47,3,7,35,2.1
28/07/2016 00:00,21,1.1186,29,46,2,8,36,2.6
29/07/2016 00:00,23,1.1775,28,24,4,9,53,1.7
30/07/2016 00:00,15,0.7849,27,20,8,10,44,1.6
31/07/2016 00:00,19,0.6053,23,27,7,13,35,4.8
01/08/2016 00:00,11,0.3306,19,38,4,9,45,3
02/08/2016 00:00,26,0.7008,41,18,15,11,45,1.9
03/08/2016 00:00,19,0.2859,17,32,4,10,38,5.1
04/08/2016 00:00,16,0.4876,25,24,3,7,32,3
05/08/2016 00:00,20,0.6508,32,26,5,10,24,1.5
06/08/2016 00:00,21,0.621,35,27,4,14,16,1.3
07/08/2016 00:00,20,0.5615,34,31,7,16,16,2.6
08/08/2016 00:00,19,0.5638,32,34,5,15,18,2.5
09/08/2016 00:00,26,0.4232,31,23,13,12,32,2.5
10/08/2016 00:00,36,1.2377,53,18,3,15,16,1.3
11/08/2016 00:00,36,0.9719,47,22,1,15,15,1.8
12/08/2016 00:00,26,0.8611,42,26,2,15,15,2
13/08/2016 00:00,23,0.6475,33,23,1,14,17,2.8
14/08/2016 00:00,19,0.4513,26,34,1,16,22,3
15/08/2016 00:00,23,0.7589,32,19,2,17,28,3.5
16/08/2016 00:00,14,0.4884,17,26,1,14,55,5.1
17/08/2016 00:00,----,----,----,----,----,----,----,----
18/08/2016 00:00,15,0.645,27,23,2,16,38,3.6
19/08/2016 00:00,21,0.6789,25,27,3,15,50,3.3
20/08/2016 00:00,20,0.5021,21,36,2,17,38,3.5
21/08/2016 00:00,15,0.4865,20,44,3,16,20,3.4
22/08/2016 00:00,11,0.3431,17,35,2,12,22,3.5
23/08/2016 00:00,21,0.6891,27,18,7,10,20,2
24/08/2016 00:00,24,0.8223,23,24,5,13,35,1.9
25/08/2016 00:00,22,0.8966,42,21,8,17,16,1.7
26/08/2016 00:00,30,0.7957,38,25,4,19,17,2.5
27/08/2016 00:00,26,0.4896,26,29,1,17,28,3.4
28/08/2016 00:00,21,0.461,30,27,1,18,21,2.3
29/08/2016 00:00,24,0.7082,37,30,1,20,17,2.1
30/08/2016 00:00,24,0.8396,36,27,3,21,13,2.3
31/08/2016 00:00,20,0.681,31,25,2,19,23,3.1
01/09/2016 00:00,16,0.7881,34,26,3,17,29,2.7
02/09/2016 00:00,25,0.9694,36,28,11,17,30,1.8
03/09/2016 00:00,25,0.7068,28,37,6,19,28,2.4
04/09/2016 00:00,28,0.6477,27,42,7,19,28,2.8
05/09/2016 00:00,25,0.7716,30,32,6,19,33,3.1
06/09/2016 00:00,26,0.799,32,34,8,20,24,3
07/09/2016 00:00,30,0.7838,31,35,5,21,28,3.7
08/09/2016 00:00,32,0.6731,24,38,5,23,26,4
09/09/2016 00:00,36,0.7505,25,39,4,22,32,4.1
10/09/2016 00:00,42,0.6079,18,38,3,21,36,4.9
11/09/2016 00:00,31,0.4387,11,41,2,17,54,5.4
12/09/2016 00:00,31,0.6731,22,38,2,18,50,3.9
13/09/2016 00:00,39,0.7036,26,38,4,21,40,3.5
14/09/2016 00:00,21,0.4464,14,29,2,15,62,6.3
15/09/2016 00:00,23,0.5635,16,37,2,18,50,5.1
16/09/2016 00:00,33,0.6899,20,46,2,21,32,5.3
17/09/2016 00:00,12,0.4362,14,34,4,15,33,2.8
18/09/2016 00:00,18,0.438,16,12,6,8,75,6.1
19/09/2016 00:00,31,0.8896,32,17,11,13,62,2.7
20/09/2016 00:00,28,0.9939,26,33,2,16,57,2
21/09/2016 00:00,27,0.9936,28,34,4,20,40,2.1
22/09/2016 00:00,20,0.8049,25,34,5,22,25,3.5
23/09/2016 00:00,16,0.7168,28,32,5,21,18,2.8
24/09/2016 00:00,16,0.6636,21,28,3,20,28,2.6
25/09/2016 00:00,18,0.6086,23,22,8,21,28,2.5
26/09/2016 00:00,24,0.6568,14,31,1,19,55,5.2
27/09/2016 00:00,31,0.8766,18,36,1,19,50,3.6
28/09/2016 00:00,13,0.5054,11,45,1,17,36,3
29/09/2016 00:00,14,0.6482,28,27,14,17,20,2.1
30/09/2016 00:00,21,0.7351,23,32,3,19,36,3.1
01/10/2016 00:00,13,0.3995,24,37,5,20,14,2.6
02/10/2016 00:00,11,0.1993,17,31,5,16,26,2.8
03/10/2016 00:00,14,0.2564,24,21,12,12,39,3.9
04/10/2016 00:00,20,0.4139,27,21,14,12,46,3
05/10/2016 00:00,16,0.4951,23,29,7,16,30,2.5
06/10/2016 00:00,19,0.5909,25,43,2,22,16,3.4
07/10/2016 00:00,19,0.821,32,32,7,23,14,2.8
08/10/2016 00:00,34,0.2945,15,35,2,20,44,4.6
09/10/2016 00:00,12,0.239,10,38,1,17,40,3
10/10/2016 00:00,23,0.6053,26,26,6,18,42,3.3
11/10/2016 00:00,15,0.5171,20,32,2,23,35,3.6
12/10/2016 00:00,10,0.2845,19,42,3,23,16,2.3
13/10/2016 00:00,23,0.3607,18,26,2,20,48,3.4
14/10/2016 00:00,18,0.2852,13,30,1,19,54,4.3
15/10/2016 00:00,16,0.18,8,28,1,18,61,4.9
16/10/2016 00:00,----,----,----,----,----,----,----,----
17/10/2016 00:00,----,0.4339,21,30,6,21,36,3.7
18/10/2016 00:00,20,0.392,16,23,6,16,63,4.3
19/10/2016 00:00,18,0.4248,16,33,0,15,74,4.6
20/10/2016 00:00,21,0.3331,13,44,1,18,62,5.1
21/10/2016 00:00,2,0.5355,18,50,1,16,72,4.1
22/10/2016 00:00,20,0.4429,20,55,1,21,50,3.3
23/10/2016 00:00,9,0.3049,20,50,2,21,49,3.5
24/10/2016 00:00,17,0.3375,21,34,2,21,29,2.2
25/10/2016 00:00,16,0.3539,22,35,5,22,37,3.1
26/10/2016 00:00,21,0.3373,18,40,1,22,55,3.9
27/10/2016 00:00,15,0.5416,25,36,1,24,42,2.2
28/10/2016 00:00,21,0.5658,29,34,2,26,35,2.7
29/10/2016 00:00,19,0.4722,23,39,2,27,29,3.5
30/10/2016 00:00,17,0.5814,25,39,1,27,24,2.8
31/10/2016 00:00,12,0.8567,23,47,1,26,23,2.8
01/11/2016 00:00,21,0.618,29,28,1,23,40,3.3
02/11/2016 00:00,20,0.6785,23,32,1,21,59,4.3
03/11/2016 00:00,14,0.5443,18,44,1,21,57,4.1
04/11/2016 00:00,14,0.6479,25,38,2,24,45,3
05/11/2016 00:00,22,0.4618,17,38,1,20,59,2.3
06/11/2016 00:00,21,0.448,18,34,2,22,52,3.2
07/11/2016 00:00,24,0.4394,15,29,1,21,60,3.7
08/11/2016 00:00,25,0.4269,16,39,1,20,60,3.3
09/11/2016 00:00,24,0.5782,14,35,2,21,56,4.3
10/11/2016 00:00,17,0.5786,19,31,4,20,55,3.9
11/11/2016 00:00,14,0.5472,16,35,2,16,73,5
12/11/2016 00:00,9,0.3799,10,38,2,14,73,4.8
13/11/2016 00:00,----,----,----,----,----,----,----,----
14/11/2016 00:00,11,1.3188,33,21,3,19,55,3.3
15/11/2016 00:00,11,0.8781,13,34,1,18,62,4
16/11/2016 00:00,11,0.7149,11,31,2,18,63,4.1
17/11/2016 00:00,9,0.6075,14,53,2,22,45,3.9
18/11/2016 00:00,18,0.376,15,27,6,21,36,2.4
19/11/2016 00:00,14,0.5048,15,22,2,16,65,3.6
20/11/2016 00:00,9,0.3914,11,34,1,18,60,3.2
21/11/2016 00:00,14,0.601,18,36,1,18,64,3.5
22/11/2016 00:00,25,0.7275,17,38,2,22,54,2.7
23/11/2016 00:00,24,0.5512,15,35,1,20,62,3.6
24/11/2016 00:00,17,0.6809,21,30,1,16,72,2.8
25/11/2016 00:00,12,0.9428,28,30,1,17,62,2.7
26/11/2016 00:00,19,0.6283,22,34,1,19,59,2.4
27/11/2016 00:00,20,0.357,10,33,1,19,63,4.1
28/11/2016 00:00,15,0.5062,17,32,1,23,52,2.4
29/11/2016 00:00,16,0.5763,22,38,1,26,41,2.8
30/11/2016 00:00,19,0.4199,14,45,1,26,42,4.7
01/12/2016 00:00,15,0.5182,18,41,1,25,41,239.1
02/12/2016 00:00,31,0.4135,20,24,6,22,54,108.5
03/12/2016 00:00,13,0.4314,13,28,1,22,54,154.9
04/12/2016 00:00,20,0.3618,11,35,2,24,50,194.4
05/12/2016 00:00,14,0.4779,17,36,1,22,50,145.5
06/12/2016 00:00,17,0.4869,15,30,1,21,60,167.9
07/12/2016 00:00,19,0.5956,20,27,1,22,53,191.6
08/12/2016 00:00,25,0.5253,18,32,4,23,50,199.9
09/12/2016 00:00,21,0.678,23,29,2,23,52,162.1
10/12/2016 00:00,19,0.5499,18,33,1,22,54,212.9
11/12/2016 00:00,12,0.4071,12,37,1,21,60,147.7
12/12/2016 00:00,13,0.4377,12,26,2,17,69,69.1
13/12/2016 00:00,----,----,----,----,----,----,----,----
14/12/2016 00:00,10,----,18,25,1,22,57,127
15/12/2016 00:00,25,----,17,24,1,20,65,159.8
16/12/2016 00:00,20,----,12,33,1,23,56,188.2
17/12/2016 00:00,27,----,17,30,4,23,53,105.2
18/12/2016 00:00,26,----,14,32,1,23,55,100.9
19/12/2016 00:00,14,----,13,30,1,20,60,145.7
20/12/2016 00:00,29,----,23,57,3,28,39,179.5
21/12/2016 00:00,6,----,17,44,1,20,61,192
22/12/2016 00:00,12,----,18,46,1,25,43,207.9
23/12/2016 00:00,17,----,15,49,3,25,45,204.3
24/12/2016 00:00,12,----,19,45,1,21,58,194.5
25/12/2016 00:00,20,----,14,17,4,15,79,63.2
26/12/2016 00:00,12,----,10,27,1,16,77,111.1
27/12/2016 00:00,18,----,13,28,0,20,69,206.7
28/12/2016 00:00,10,----,16,42,2,18,72,211.1
29/12/2016 00:00,37,----,15,31,2,21,66,88.5
30/12/2016 00:00,----,----,----,----,----,----,----,----
31/12/2016 00:00,----,----,----,----,----,----,----,----
01/01/2017 00:00,----,----,----,----,----,----,----,----
02/01/2017 00:00,----,----,----,----,----,----,----,----
03/01/2017 00:00,----,----,----,----,----,----,----,----
04/01/2017 00:00,----,----,----,----,----,----,----,----
05/01/2017 00:00,----,----,----,----,----,----,----,----
06/01/2017 00:00,----,----,----,----,----,----,----,----
07/01/2017 00:00,----,----,----,----,----,----,----,----
08/01/2017 00:00,----,----,----,----,----,----,----,----
09/01/2017 00:00,----,----,----,----,----,----,----,----
10/01/2017 00:00,----,----,----,----,----,----,----,----
11/01/2017 00:00,----,----,----,----,----,----,----,----
12/01/2017 00:00,----,----,----,----,----,----,----,----
13/01/2017 00:00,----,----,----,----,----,----,----,----
14/01/2017 00:00,----,----,----,----,----,----,----,----
15/01/2017 00:00,----,----,----,----,----,----,----,----
16/01/2017 00:00,----,----,----,----,----,----,----,----
17/01/2017 00:00,----,----,----,----,----,----,----,----
18/01/2017 00:00,----,----,----,----,----,----,----,----
19/01/2017 00:00,----,----,----,----,----,----,----,----
20/01/2017 00:00,18,0.6236,17,35,6,22,39,1.7
21/01/2017 00:00,22,0.8382,25,29,3,22,47,2
22/01/2017 00:00,36,0.2306,15,33,3,21,60,3.5
23/01/2017 00:00,23,0.1771,12,27,3,22,58,2.7
24/01/2017 00:00,13,0.3299,12,28,1,22,60,3.1
25/01/2017 00:00,20,0.3294,11,33,1,22,61,3
26/01/2017 00:00,21,0.6882,13,40,1,21,67,2.7
27/01/2017 00:00,35,0.8056,16,20,1,19,75,2.9
28/01/2017 00:00,31,0.7944,13,32,1,18,78,2.9
29/01/2017 00:00,16,0.7868,14,39,1,20,68,2.3
30/01/2017 00:00,31,0.5167,14,44,2,22,48,1.4
31/01/2017 00:00,54,0.9056,19,23,3,18,80,2.5
01/02/2017 00:00,31,0.8528,28,15,10,20,57,2.6
02/02/2017 00:00,28,0.8359,18,33,4,22,54,1.7
03/02/2017 00:00,58,0.5201,19,44,2,21,60,1.6
04/02/2017 00:00,24,0.5743,16,26,3,21,59,3.3
05/02/2017 00:00,19,0.4681,9,31,1,21,63,3.5
06/02/2017 00:00,23,0.2938,8,40,1,20,72,1.9
07/02/2017 00:00,27,0.6993,17,25,2,22,62,2.6
08/02/2017 00:00,35,0.675,14,22,2,20,69,1.9
09/02/2017 00:00,42,0.5382,12,32,2,21,66,1.7
10/02/2017 00:00,45,0.7013,23,28,4,22,60,2.4
11/02/2017 00:00,23,0.7222,17,33,1,21,64,2.7
12/02/2017 00:00,22,0.6813,15,28,1,21,58,2.5
13/02/2017 00:00,37,0.818,16,33,1,21,63,1.5
14/02/2017 00:00,26,0.7236,14,37,1,22,59,2.3
15/02/2017 00:00,41,0.8229,19,33,2,22,61,2.3
16/02/2017 00:00,52,0.9521,19,28,3,22,63,2.4
17/02/2017 00:00,36,0.234,12,17,8,21,62,3.9
18/02/2017 00:00,19,0.6169,11,16,3,20,67,4.5
19/02/2017 00:00,9,0.6972,8,18,1,20,63,4
20/02/2017 00:00,----,0.5931,7,24,2,22,60,3.2
21/02/2017 00:00,----,0.6867,18,15,5,18,77,3.1
22/02/2017 00:00,10,0.5417,16,19,2,15,83,4.2
23/02/2017 00:00,15,0.1513,14,19,6,16,76,4.1
24/02/2017 00:00,15,0.4726,9,15,11,15,79,3.9
25/02/2017 00:00,----,----,----,----,----,----,----,----
26/02/2017 00:00,51,1.0944,24,28,1,18,79,1.4
27/02/2017 00:00,51,0.6431,21,28,4,20,65,1.7
28/02/2017 00:00,38,0.6453,18,25,1,19,70,2.7
01/03/2017 00:00,35,0.6618,22,29,2,19,65,2.4
02/03/2017 00:00,53,0.3271,22,32,2,21,59,1.5
03/03/2017 00:00,54,0.527,30,26,4,19,68,2.7
04/03/2017 00:00,62,0.6417,30,27,2,17,76,2.2
05/03/2017 00:00,42,0.2861,29,29,6,20,64,2
06/03/2017 00:00,23,0.0728,16,28,3,22,57,1.8
07/03/2017 00:00,32,0.0784,26,20,7,22,59,2.9
08/03/2017 00:00,27,0.2965,26,19,10,22,55,2.7
09/03/2017 00:00,21,0.3431,22,23,7,22,52,2.3
10/03/2017 00:00,17,0.1958,18,25,6,19,54,3.5
11/03/2017 00:00,13,0.0021,15,19,10,16,59,4.6
12/03/2017 00:00,21,0.1951,21,30,9,16,52,2.4
13/03/2017 00:00,22,0.4333,27,31,4,20,49,1.6
14/03/2017 00:00,27,0.4257,28,34,3,21,50,2.3
15/03/2017 00:00,40,0.559,29,42,7,22,48,1.7
16/03/2017 00:00,26,0.409,21,56,2,21,48,2.6
17/03/2017 00:00,18,0.3315,25,29,5,21,48,1.8
18/03/2017 00:00,39,0.6354,25,32,2,20,60,2.4
19/03/2017 00:00,39,0.4243,22,28,5,22,48,2.4
20/03/2017 00:00,19,0.0021,14,23,9,19,58,4.3
21/03/2017 00:00,22,0.2139,23,19,11,18,54,3
22/03/2017 00:00,----,----,----,----,----,----,----,----
23/03/2017 00:00,----,----,----,----,----,----,----,----
24/03/2017 00:00,39,0.6859,34,21,4,19,56,2.4
25/03/2017 00:00,35,0.6757,28,43,2,19,53,2.6
26/03/2017 00:00,46,0.0819,24,26,7,19,60,2.8
27/03/2017 00:00,24,0.0431,16,22,6,17,65,3.4
28/03/2017 00:00,24,0.3736,18,33,3,18,61,3.2
29/03/2017 00:00,24,0.5507,29,34,2,21,41,2.1
30/03/2017 00:00,24,0.7146,45,31,4,22,32,1.8
31/03/2017 00:00,46,0.3958,19,32,1,21,55,2.5
01/04/2017 00:00,30,0.466,28,26,6,22,44,1.3
02/04/2017 00:00,21,0.5674,32,27,5,23,36,1.4
03/04/2017 00:00,31,0.5097,19,32,2,22,49,2.7
04/04/2017 00:00,44,1.0321,47,27,2,23,46,1
05/04/2017 00:00,46,0.8097,44,31,3,22,48,1.7
06/04/2017 00:00,33,0.6592,41,33,3,23,46,1.9
07/04/2017 00:00,66,0.6771,43,29,3,20,58,2.5
08/04/2017 00:00,23,0.8306,35,20,1,16,72,2.4
09/04/2017 00:00,25,0.7875,29,22,1,18,68,2.6
10/04/2017 00:00,25,0.7306,29,30,1,19,64,1.9
11/04/2017 00:00,42,0.9389,36,25,1,18,67,1.6
12/04/2017 00:00,59,1.0306,39,26,2,16,75,1.7
13/04/2017 00:00,----,0.8501,36,18,2,16,72,2.5
14/04/2017 00:00,18,0.5951,27,30,1,15,75,3.4
15/04/2017 00:00,18,0.6361,32,25,1,16,72,2.1
16/04/2017 00:00,13,0.3938,28,32,3,16,55,1.6
17/04/2017 00:00,54,0.3201,29,29,3,15,56,2.2
18/04/2017 00:00,25,0.3778,29,41,4,15,44,2.2
19/04/2017 00:00,13,0.5179,36,28,4,16,44,2
20/04/2017 00:00,17,0.8708,37,27,3,16,38,1.3
21/04/2017 00:00,21,1.05,41,22,5,16,32,1.5
22/04/2017 00:00,24,1.3319,57,21,5,16,33,1.6
23/04/2017 00:00,37,1.0708,50,31,3,16,48,1.7
24/04/2017 00:00,37,0.7618,28,33,3,15,57,1.7
25/04/2017 00:00,31,0.8653,34,29,3,15,61,1.9
26/04/2017 00:00,34,1.0507,30,28,3,15,63,2.4
27/04/2017 00:00,35,1.1433,39,25,2,14,63,1.8
28/04/2017 00:00,36,1.1438,34,19,3,14,59,1.3
29/04/2017 00:00,43,1.0042,42,23,8,16,49,1.7
30/04/2017 00:00,31,0.8486,32,13,10,16,55,2.8
01/05/2017 00:00,14,0.5556,23,13,9,16,57,2.9
02/05/2017 00:00,18,0.625,38,13,13,16,56,2.1
03/05/2017 00:00,27,1.0917,44,20,5,15,60,2.1
04/05/2017 00:00,37,1.4993,64,24,12,16,54,1.2
05/05/2017 00:00,17,1.3244,40,20,3,16,51,1.5
06/05/2017 00:00,19,1.2576,32,21,3,16,49,1.4
07/05/2017 00:00,24,0.8729,32,27,5,17,46,1.5
08/05/2017 00:00,25,0.8611,35,24,4,17,40,1.2
09/05/2017 00:00,25,0.9764,34,21,5,16,51,2.5
10/05/2017 00:00,22,0.8938,30,22,4,16,54,2
11/05/2017 00:00,28,1.3199,40,16,11,16,53,1.6
12/05/2017 00:00,27,0.8771,31,31,7,16,48,2.1
13/05/2017 00:00,13,0.3778,23,23,4,12,63,2.6
14/05/2017 00:00,12,0.1785,23,11,7,7,80,4.1
15/05/2017 00:00,6,0.3347,17,17,3,7,78,2.1
16/05/2017 00:00,6,0.4159,19,23,3,11,69,2.6
17/05/2017 00:00,9,0.4993,25,23,4,13,53,1.5
18/05/2017 00:00,10,0.4777,27,21,3,12,39,1.9
19/05/2017 00:00,15,1.0875,32,17,17,14,37,1.1
20/05/2017 00:00,14,0.8618,26,16,12,15,37,1.2
21/05/2017 00:00,20,1.1382,36,22,8,16,38,1.2
22/05/2017 00:00,20,0.6292,28,26,11,16,34,1.3
23/05/2017 00:00,----,1.6531,38,22,15,14,36,1.2
24/05/2017 00:00,----,0.8361,33,32,6,16,31,1.6
25/05/2017 00:00,----,1.2556,31,32,6,14,37,2
26/05/2017 00:00,----,1.3708,25,22,4,14,35,1.4
27/05/2017 00:00,----,1.5236,24,25,3,15,36,2.1
28/05/2017 00:00,----,0.9868,23,27,2,15,36,3.1
29/05/2017 00:00,----,0.4944,19,19,8,11,51,3.1
30/05/2017 00:00,----,0.8531,29,11,15,11,50,3.1
31/05/2017 00:00,----,0.666,24,24,3,11,57,2.1
01/06/2017 00:00,----,0.7174,25,26,3,11,54,1.9
02/06/2017 00:00,21,0.7701,32,31,5,13,44,1.5
03/06/2017 00:00,27,1.4958,41,35,11,14,37,1.1
04/06/2017 00:00,24,1.1139,44,33,9,14,39,1.9
05/06/2017 00:00,22,0.7042,33,33,5,13,39,1.6
06/06/2017 00:00,25,0.9896,46,23,16,14,40,1.6
07/06/2017 00:00,21,0.8063,30,34,5,13,54,2.7
08/06/2017 00:00,20,0.6493,24,35,6,14,55,3.6
09/06/2017 00:00,9,0.3403,18,34,2,9,47,2.7
10/06/2017 00:00,16,0.9806,38,28,18,10,37,2.3
11/06/2017 00:00,14,0.7556,23,32,3,10,59,3.2
12/06/2017 00:00,13,0.6618,20,38,5,13,53,3
13/06/2017 00:00,17,1.2757,27,39,3,12,43,1.6
14/06/2017 00:00,14,0.9451,36,32,6,15,24,1.4
15/06/2017 00:00,16,1.3056,34,32,4,16,28,2
16/06/2017 00:00,11,0.7007,25,31,4,16,33,2.9
17/06/2017 00:00,19,0.6319,28,28,7,13,46,2.9
18/06/2017 00:00,14,0.4424,20,33,4,13,53,2.8
