Year,Month,Day,PM2.5 (ug/m3),CO_1h (ppm),NO2_1h (ppb),O3_8h (ppb),SO2_1h (ppb),Amb Temp (C),Rel Hum (%),WS (m/s),AOD_500nm
2018,11,16,10.8,0.464958,30.341667,8.941,0.608333,5.486111,34.083333,0.840259,0.095232
2018,11,17,11.2,0.450292,26.508696,12.059,0.495833,5.324074,38.333333,0.917426,0.149301
2018,11,18,7.5,0.273333,20.766667,16.353,0.133333,4.027778,44.708333,1.305403,0.06184
2018,11,19,10.5,0.383778,27.2,3.727,0.366667,2.777778,47.791667,1.052467,0.053826
2018,11,20,11.2,0.39225,27.83,9.294,0.4125,3.101852,45.291667,1.031032,0.105591
2018,11,21,9.8,0.467667,23.3875,27.176,0.809524,5.879629,51.875,0.713792,0.06642
2018,11,22,2.8,0.142261,7.375,39.529,-0.004762,5.949074,69.5,1.140352,0.038517
2018,11,23,1.6,0.12125,5.152174,36.941,0.008333,9.537037,58.458333,1.659083,#N/A
2018,11,24,1.3,0.114958,5.066667,28.765,0.004167,9.837963,54.833333,1.849856,0.031847
2018,11,25,3,0.209167,14.645833,20.471,0.033333,5.555556,52.208333,0.910995,0.037677
2018,11,26,9.8,0.385619,24.85,6.286,0.347619,4.699074,60.458333,0.583037,#N/A
2018,11,27,9.5,0.508333,24.704167,25.941,0.6625,6.412037,66.541667,0.70093,#N/A
2018,11,28,5,0.297458,16.75,19.235,0.191667,7.384259,67,0.910995,#N/A
2018,11,29,4.3,0.22775,13.317391,28.941,0.170833,4.467593,79.291667,0.688069,#N/A
2018,11,30,4.6,0.215875,9.845833,24.235,0.091667,4.629629,58.583333,1.328981,0.05729
2018,12,1,2.8,0.192125,9.783333,37.176,0.05,2.523148,61.791667,2.014907,0.04357
2018,12,2,2.8,0.231583,12.634783,23.588,0.0375,0.439815,59.208333,0.812394,0.039796
2018,12,3,4.1,0.174955,13.6,32.706,0.027273,-0.949074,59.291667,1.457592,0.047469
2018,12,4,3.4,0.150333,11.883333,22.824,0.004167,-1.041667,79.791667,1.376139,#N/A
2018,12,5,3.7,0.172375,15.66087,26.353,0.075,-0.763889,85.125,0.949578,#N/A
2018,12,6,2.1,0.149708,12.008333,22.059,0.016667,-0.416667,80.416667,1.421153,#N/A
2018,12,7,#N/A,0.1865,13.9375,18.118,-0.008333,0.486111,80.083333,0.602328,#N/A
2018,12,8,#N/A,0.203292,14.86087,18.647,-0.004167,-0.717593,85.125,0.979588,#N/A
2018,12,9,#N/A,0.169,10.779167,13,-0.025,-0.300926,80.5,0.718078,0.096245
2018,12,10,#N/A,0.262455,16.76,11.529,0.1,0.787037,80.291667,0.670921,#N/A
2018,12,11,11.4,0.259167,17.186957,16.882,0.045833,2.662037,75.5,0.790958,0.09449
2018,12,12,6,0.256375,17.666667,20.353,-0.0125,5.717593,48.125,1.082477,0.043105
2018,12,13,9.4,0.364583,25.4375,11.118,0.229167,2.453704,58.458333,0.930287,0.051585
2018,12,14,9.3,0.307917,18.726087,31.235,0.329167,5.717593,46.833333,0.990305,0.046665
2018,12,15,12.4,0.615042,36.679167,4.176,0.679167,4.490741,45.875,0.445852,#N/A
2018,12,16,8.8,0.44925,21.6125,34.059,0.591667,5.601852,51.791667,0.662347,0.039547
2018,12,17,2.4,0.158636,10.857895,26.882,0.109091,7.314815,50.416667,1.328981,0.031668
2018,12,18,6,0.260789,22.333333,28.923,0.157895,7.004831,54.086957,1.010995,0.02628
2018,12,19,8.9,0.4325,24.735,8.294,0.5875,5.902778,66.625,0.81668,#N/A
2018,12,20,9.2,0.380667,22.230435,31.235,0.591667,6.504629,53.708333,1.022458,0.045043
2018,12,21,1.8,0.206042,14.004167,21.824,0.133333,7.615741,64.875,0.973157,#N/A
2018,12,22,7.5,0.344875,21.15,10.471,0.258333,2.361111,72.541667,0.540167,#N/A
2018,12,23,10.5,0.424083,25.686957,13.235,0.366667,4.513889,76,0.441565,#N/A
2018,12,24,6,0.247667,17.2875,33.235,0.1875,4.629629,79.791667,0.707361,#N/A
2018,12,25,0.8,0.143708,7.1,22.882,0.041667,2.754629,69.041667,1.470453,0.027597
2018,12,26,10.3,0.463458,24.256522,12.235,0.45,0.393518,72.791667,0.61519,0.056461
2018,12,27,1.1,0.145636,7.214286,37.235,0.027273,0.555556,58.208333,1.946314,0.036944
2018,12,28,4.4,0.307792,16.683333,16.059,0.175,-1.782407,58.041667,0.88313,0.0374
2018,12,29,13.8,0.486042,27.46087,8.824,0.508333,-0.833333,60.375,0.780241,0.039873
2018,12,30,12.5,0.543917,18.266667,35.588,0.733333,3.634259,53.541667,1.136065,0.049284
2018,12,31,1.6,0.197545,12.233333,31,0.077273,-1.921296,53.25,1.485458,0.03048
