DateTime,PM2.5 (ug/m3),CO (ppm),NO2 (ppb),O3 (ppb),SO2 (ppb),Amb Temp (C),Rel Hum (%),WS (m/s),WD (Deg)
24/05/2017,----,1.2556,31,32,6,14,37,2,268
25/05/2017,----,1.3708,25,22,4,14,35,1.4,292
26/05/2017,----,1.5236,24,25,3,15,36,2.1,284
27/05/2017,----,0.9868,23,27,2,15,36,3.1,255
28/05/2017,----,0.4944,19,19,8,11,51,3.1,123
29/05/2017,----,0.8531,29,11,15,11,50,3.1,73
30/05/2017,----,0.666,24,24,3,11,57,2.1,337
31/05/2017,----,0.7174,25,26,3,11,54,1.9,230
01/06/2017,21,0.7701,32,31,5,13,44,1.5,132
02/06/2017,27,1.4958,41,35,11,14,37,1.1,357
03/06/2017,24,1.1139,44,33,9,14,39,1.9,350
04/06/2017,22,0.7042,33,33,5,13,39,1.6,214
05/06/2017,25,0.9896,46,23,16,14,40,1.6,81
06/06/2017,21,0.8062,30,34,5,13,54,2.7,355
07/06/2017,20,0.6493,24,35,6,14,55,3.6,337
08/06/2017,9,0.3403,18,34,2,9,47,2.7,196
09/06/2017,16,0.9806,38,28,18,10,37,2.3,36
10/06/2017,14,0.7556,23,32,3,10,59,3.2,346
11/06/2017,13,0.6618,20,38,5,13,53,3,323
12/06/2017,17,1.2757,27,39,3,12,43,1.6,264
13/06/2017,14,0.9451,36,32,6,15,24,1.4,253
14/06/2017,16,1.3056,34,32,4,16,28,2,333
15/06/2017,11,0.7007,25,31,4,16,33,2.9,295
16/06/2017,19,0.6319,28,28,7,13,46,2.9,33
17/06/2017,14,0.4424,20,33,4,13,53,2.8,308
18/06/2017,14,0.3465,26,27,9,13,45,2.9,54
19/06/2017,12,0.4774,19,31,2,12,62,3.3,350
20/06/2017,16,0.8708,27,31,4,14,51,1.6,307
21/06/2017,19,0.891,30,30,6,14,49,2.2,343
22/06/2017,15,0.6694,26,46,3,14,37,3.2,270
23/06/2017,14,0.4667,33,32,11,12,28,1.7,162
24/06/2017,16,0.5417,25,29,4,11,63,3.5,355
25/06/2017,17,0.8535,28,31,5,12,49,1.4,328
26/06/2017,23,1.1853,35,26,7,12,50,2.1,20
27/06/2017,12,0.4417,20,29,3,12,60,4,2
28/06/2017,16,0.4903,22,34,5,13,53,3.9,303
29/06/2017,15,0.8729,38,24,7,12,43,2,51
30/06/2017,16,0.8083,30,29,3,12,59,3.2,356
01/07/2017,15,0.816,29,18,6,13,54,2,98
02/07/2017,18,0.7014,28,28,7,14,50,2.8,357
03/07/2017,21,0.8575,33,24,6,15,50,2.2,353
04/07/2017,19,0.6681,31,19,5,13,61,2.6,19
05/07/2017,20,0.8833,31,22,10,13,49,1.5,142
06/07/2017,16,0.5576,36,19,8,14,38,1.5,111
07/07/2017,16,0.6646,27,15,3,12,58,2.9,11
08/07/2017,14,0.709,24,14,2,10,72,2.7,345
09/07/2017,9,0.5549,23,27,2,13,57,2.6,308
10/07/2017,13,1.0786,33,25,3,15,44,2.1,297
11/07/2017,13,0.9535,39,29,4,16,39,2.7,313
12/07/2017,15,1.1979,40,30,6,16,40,2.4,313
13/07/2017,15,0.6854,31,39,5,17,35,3.8,312
14/07/2017,14,0.6958,33,32,7,16,34,3.7,340
15/07/2017,11,0.6694,24,30,7,15,43,4.7,317
16/07/2017,8,0.3896,21,36,2,12,30,3.5,239
17/07/2017,----,1.0069,37,12,13,8,43,1.9,69
18/07/2017,14,0.6931,29,21,5,11,54,2.4,5
19/07/2017,19,0.9944,42,19,15,12,38,1.5,157
20/07/2017,18,1.3361,39,20,5,12,29,1.7,207
21/07/2017,14,1.3181,51,19,8,13,19,1.7,15
22/07/2017,21,1.2111,48,27,6,14,26,2.3,309
23/07/2017,----,----,----,----,----,----,----,----,----
24/07/2017,----,----,----,----,----,----,----,----,----
25/07/2017,19,1.4,36,26,5,14,40,2.2,320
26/07/2017,18,1.2271,40,23,8,14,35,1.6,211
27/07/2017,19,1.1403,39,19,7,12,52,2.2,67
28/07/2017,24,1.5438,52,12,17,14,39,2.1,34
29/07/2017,20,1.3312,----,21,6,13,44,2.2,17
30/07/2017,25,1.1556,----,20,19,14,35,1.6,90
31/07/2017,----,----,----,----,----,----,----,----,----
01/08/2017,10,0.9072,16,13,12,12,54,2.9,331
02/08/2017,10,0.9707,23,12,14,15,34,1.9,223
03/08/2017,16,1.0503,----,12,9,16,30,2.3,71
04/08/2017,13,0.7962,----,22,9,15,32,2.4,34
05/08/2017,18,1.1482,----,18,6,14,33,2.3,294
06/08/2017,13,0.8729,----,21,5,14,24,2.1,250
07/08/2017,16,1.1725,----,22,7,14,20,2.7,351
08/08/2017,18,0.8429,34,16,4,14,41,2.8,344
09/08/2017,15,0.5526,26,18,3,15,42,3.2,354
10/08/2017,16,0.6872,28,19,5,15,39,2.5,341
11/08/2017,18,1.0931,38,19,4,16,27,1.7,316
12/08/2017,20,0.8813,44,22,4,17,25,1.5,302
13/08/2017,21,0.7385,39,25,5,17,24,2.1,336
14/08/2017,17,0.8567,37,21,4,16,21,1.9,335
15/08/2017,14,0.8618,30,25,4,17,25,3,298
16/08/2017,19,0.5316,20,30,4,16,21,5.3,298
17/08/2017,----,0.3152,12,19,1,6,45,3.2,195
18/08/2017,----,0.3911,18,13,4,8,49,3.7,94
19/08/2017,----,----,----,----,----,----,----,----,----
21/08/2017,----,----,----,----,----,----,----,----,----
22/08/2017,23,----,----,----,----,15,28,5.1,267
23/08/2017,12,0.3818,16,22,3,10,22,2.9,209
24/08/2017,10,0.5595,21,18,2,12,15,2.2,242
25/08/2017,12,0.8772,22,16,5,14,10,2.4,250
26/08/2017,13,0.4462,17,17,3,12,59,4.5,19
27/08/2017,13,0.5105,18,18,3,14,54,2.8,358
28/08/2017,14,0.5565,20,17,3,15,53,3.7,21
29/08/2017,13,0.4448,18,20,2,15,54,4.3,351
30/08/2017,10,0.5179,21,22,3,18,25,2.3,243
31/08/2017,16,0.4488,22,23,4,18,32,4,346
01/09/2017,20,0.3044,17,21,4,16,25,2.6,176
02/09/2017,17,0.2177,21,17,6,13,38,3.3,91
03/09/2017,20,0.442,26,17,2,16,19,2.2,74
04/09/2017,----,----,----,----,----,----,----,----,----
05/09/2017,----,----,----,----,----,----,----,----,----
06/09/2017,----,----,----,----,----,----,----,----,----
07/09/2017,19,0.8704,28,24,----,21,20,2.3,348
08/09/2017,20,0.9778,36,25,----,23,18,1.7,348
09/09/2017,20,0.7947,37,29,----,23,18,2.2,357
10/09/2017,17,0.5145,24,32,----,22,25,2.8,344
11/09/2017,21,0.6841,27,34,----,24,15,1.8,198
12/09/2017,23,0.4503,22,38,----,23,10,3.4,18
13/09/2017,21,0.5458,26,34,----,22,12,2.6,359
14/09/2017,----,0.7061,31,32,----,24,9,2.2,347
15/09/2017,----,0.6422,25,24,----,21,30,3.7,358
16/09/2017,----,0.7172,24,25,----,22,26,3.4,315
17/09/2017,----,0.4209,19,18,----,17,50,4,52
18/09/2017,----,0.5714,21,15,----,17,53,3.6,18
19/09/2017,16,0.7075,23,13,----,18,51,3.3,351
20/09/2017,17,0.8096,31,16,----,21,36,2.7,360
21/09/2017,----,0.6866,----,17,----,20,47,3.5,8
22/09/2017,18,0.9099,35,14,----,22,29,2.9,342
23/09/2017,14,0.5304,23,14,----,22,28,3.6,310
24/09/2017,9,0.3493,12,14,----,16,55,4.8,359
25/09/2017,----,0.3893,16,15,----,19,50,3.4,4
26/09/2017,----,0.2887,17,21,----,17,38,2.9,220
27/09/2017,17,0.4026,23,23,----,17,34,2.9,26
28/09/2017,12,0.315,14,27,----,18,58,4.8,19
29/09/2017,15,0.5414,21,25,----,15,64,3.5,332
30/09/2017,----,0.5383,34,27,----,19,46,2,20
01/10/2017,8,0.1787,15,38,----,17,49,3.2,308
02/10/2017,11,0.3116,21,31,----,17,52,2.6,305
03/10/2017,10,0.4037,26,27,----,19,52,2.8,345
04/10/2017,12,0.3944,26,26,----,21,45,3.4,3
05/10/2017,11,0.8415,31,21,----,13,72,2.5,37
06/10/2017,14,0.5851,26,24,----,17,65,3,7
07/10/2017,8,0.5892,23,39,----,14,69,2.8,291
08/10/2017,----,----,----,----,----,----,----,----,----
09/10/2017,----,----,----,----,----,----,----,----,----
10/10/2017,5,0.4809,14,35,----,11,50,2.9,165
11/10/2017,8,0.6944,25,30,6,15,41,2.2,204
12/10/2017,5,1.1198,23,27,3,18,26,1.8,155
13/10/2017,11,0.4632,23,31,4,18,37,3.5,12
14/10/2017,8,0.2907,12,36,2,17,50,4.6,313
15/10/2017,12,0.6329,19,44,4,22,31,4.2,231
16/10/2017,6,0.4387,13,38,3,20,11,4.1,152
17/10/2017,4,0.2637,11,31,3,15,17,3.5,74
18/10/2017,7,----,24,26,5,18,23,2.6,78
19/10/2017,11,0.7809,23,29,2,21,41,4.1,239
20/10/2017,9,0.8644,27,26,3,22,25,2.4,226
21/10/2017,15,0.7726,20,39,2,20,53,3.2,357
22/10/2017,10,0.7658,20,40,1,17,66,3.8,31
23/10/2017,16,0.8222,22,35,2,21,54,3.1,328
24/10/2017,12,0.8037,21,35,2,22,45,2.9,340
25/10/2017,11,0.7685,22,41,2,24,35,3.5,329
26/10/2017,9,0.8339,26,38,2,23,35,3.2,317
27/10/2017,12,0.6136,27,24,6,19,49,3.2,109
28/10/2017,6,0.4969,21,14,11,12,61,4,59
29/10/2017,5,0.4711,13,26,2,14,57,3.2,5
30/10/2017,8,0.6022,22,34,3,19,43,2.3,40
31/10/2017,13,0.5954,29,34,8,22,29,2.7,48
01/11/2017,10,0.5181,24,38,5,22,29,2.8,28
02/11/2017,8,0.6141,31,27,4,22,21,2.9,12
03/11/2017,12,0.6378,31,30,7,23,27,2.7,19
04/11/2017,----,0.4655,18,35,3,23,36,3.2,40
05/11/2017,7,0.481,25,30,5,23,31,2.7,6
06/11/2017,9,0.5673,21,32,3,24,23,3.3,290
07/11/2017,6,0.4439,19,32,3,24,14,3.2,220
08/11/2017,13,0.391,20,24,7,21,34,2.9,109
09/11/2017,9,0.4662,15,28,3,18,52,5,341
10/11/2017,10,0.6463,22,29,2,20,51,4.4,338
11/11/2017,10,0.6806,25,29,2,22,42,2.7,345
12/11/2017,----,0.4111,13,35,1,20,53,3.6,327
13/11/2017,8,0.595,25,34,2,20,48,2.6,343
14/11/2017,15,0.5997,26,30,2,21,51,3.1,33
15/11/2017,----,0.4777,14,34,1,19,56,4.8,326
16/11/2017,----,----,----,----,----,----,----,----,----
17/11/2017,5,0.3483,16,29,4,14,39,2,150
18/11/2017,8,0.6043,26,27,5,18,20,1.9,250
19/11/2017,11,0.5328,24,28,4,21,27,2.5,356
20/11/2017,12,0.5935,23,31,3,23,29,4,340
21/11/2017,15,0.5095,18,40,3,22,30,3.9,277
22/11/2017,----,0.6574,22,32,2,21,46,2.7,136
23/11/2017,16,0.5822,22,28,3,21,50,4,350
24/11/2017,7,0.4567,13,27,1,18,60,4.3,175
25/11/2017,7,0.533,27,14,4,12,71,2.7,111
26/11/2017,7,0.5022,21,25,5,17,55,2.5,18
27/11/2017,10,0.4468,17,24,2,17,64,3.6,70
28/11/2017,8,0.4642,16,25,1,17,64,3.1,227
29/11/2017,10,0.3995,16,28,4,18,60,3.2,259
30/11/2017,8,0.4976,19,30,2,21,53,3.1,255
01/12/2017,14,0.7422,31,20,3,19,57,3.4,348
02/12/2017,9,0.3167,13,35,3,18,62,3.3,178
03/12/2017,8,0.3023,14,35,2,21,48,4.7,221
04/12/2017,6,0.4202,18,33,2,21,48,3.3,274
05/12/2017,7,0.3478,26,22,2,13,81,2.6,104
06/12/2017,----,0.4148,22,19,3,15,76,2.7,333
07/12/2017,----,----,----,----,----,----,----,----,----
08/12/2017,----,----,----,----,----,----,----,----,----
09/12/2017,9,0.2964,----,23,5,19,53,3.1,236
10/12/2017,----,0.4959,----,21,6,20,55,3.5,270
11/12/2017,----,----,----,----,----,----,----,----,----
12/12/2017,9,0.555,----,10,9,20,56,4.4,257
13/12/2017,5,0.3749,----,15,5,21,41,4.2,235
14/12/2017,6,0.297,----,7,6,21,23,2.5,124
15/12/2017,11,0.3996,17,12,5,19,57,3.7,297
16/12/2017,9,0.3977,13,16,3,20,56,3.5,285
17/12/2017,13,0.357,15,17,6,24,36,2.3,259
18/12/2017,11,0.2976,17,17,5,24,32,3.4,275
19/12/2017,12,0.3707,18,18,4,22,44,3.4,285
20/12/2017,11,0.3474,14,18,3,22,53,3.7,275
21/12/2017,8,0.3037,13,19,3,22,54,3.4,263
22/12/2017,----,0.428,16,17,3,20,63,3.1,252
23/12/2017,----,0.5432,18,18,3,22,56,1.5,207
24/12/2017,10,0.3907,11,27,3,23,59,4.2,257
25/12/2017,4,0.222,7,23,4,24,39,3.1,205
26/12/2017,----,0.2853,11,21,4,19,60,3.4,302
27/12/2017,6,0.3126,10,19,2,18,66,3.5,280
28/12/2017,8,0.2683,10,26,4,22,50,3.4,282
29/12/2017,7,0.285,12,33,4,21,50,4.7,251
30/12/2017,----,----,----,----,----,----,----,----,----
31/12/2017,----,----,----,----,----,----,----,----,----
01/01/2018,14,----,12,21,2,23,19,2.5,201
02/01/2018,12,----,13,28,8,21,36,3,240
03/01/2018,7,0.1323,16,19,12,19,50,2.7,213
04/01/2018,----,0.2027,20,17,15,20,42,2.7,330
05/01/2018,9,0.2577,19,24,5,23,34,2.6,242
06/01/2018,8,0.3577,23,21,5,26,24,2.2,269
07/01/2018,9,0.3049,19,23,4,26,21,2.3,264
08/01/2018,10,0.219,13,26,2,26,20,3.2,236
09/01/2018,14,0.2152,18,26,7,20,50,4,264
10/01/2018,----,0.8752,14,13,3,18,62,3.2,291
11/01/2018,10,0.3711,15,17,3,20,56,2.8,306
12/01/2018,10,0.3509,16,22,2,22,48,2.5,267
13/01/2018,12,0.2986,17,30,3,24,38,1.8,240
14/01/2018,12,0.1963,12,32,6,24,37,2.7,291
15/01/2018,12,0.2229,11,29,3,24,36,3.4,249
16/01/2018,10,0.322,18,21,6,22,51,3.7,311
17/01/2018,18,0.3762,15,27,7,23,42,2.2,229
18/01/2018,10,0.2745,16,22,8,24,35,2.9,296
19/01/2018,11,0.3575,20,31,3,23,28,2.7,257
20/01/2018,13,0.2613,16,25,4,24,27,2.5,261
21/01/2018,12,0.1893,11,24,4,24,37,3.3,265
22/01/2018,11,0.268,12,20,3,22,47,3.9,277
23/01/2018,10,0.3126,12,21,1,20,57,3.6,275
24/01/2018,6,0.33,12,27,2,19,64,3.7,279
25/01/2018,9,0.4433,23,25,3,22,50,1.9,254
26/01/2018,10,0.4758,19,23,5,21,55,3.2,287
27/01/2018,8,0.2465,11,28,2,19,64,3.5,256
28/01/2018,9,0.2236,12,29,6,20,53,2.3,279
29/01/2018,11,0.516,18,18,3,17,69,3.4,296
30/01/2018,13,0.4351,12,25,3,18,67,3.4,262
31/01/2018,10,0.4416,17,24,3,20,56,2,231
01/02/2018,17,0.5003,17,25,2,20,57,3.1,263
02/02/2018,----,0.3919,12,24,2,21,59,3.4,269
03/02/2018,14,0.4183,17,23,4,21,52,2.4,234
04/02/2018,16,0.4308,13,23,2,21,59,2.2,270
05/02/2018,----,0.4356,18,21,2,21,60,2.5,290
06/02/2018,19,0.5944,21,23,2,21,57,2.4,288
07/02/2018,----,0.2301,16,23,4,20,66,2.8,194
08/02/2018,25,0.4658,19,21,2,19,65,2.5,318
09/02/2018,----,0.6917,24,17,2,19,65,2,282
10/02/2018,----,0.3881,17,24,2,21,59,2.4,275
11/02/2018,----,0.1984,12,14,5,21,59,2.9,273
12/02/2018,----,----,----,----,----,----,----,----,----
13/02/2018,15,0.1688,16,13,11,21,52,3.1,345
14/02/2018,14,0.4338,15,20,3,20,55,2.5,258
15/02/2018,12,----,----,----,----,17,67,2.1,224
16/02/2018,10,0.6748,18,23,3,20,53,1.6,217
17/02/2018,16,0.3441,17,21,5,21,50,1.9,212
18/02/2018,----,0.3384,14,21,6,21,58,2.4,284
19/02/2018,----,0.4725,15,24,3,20,66,2,269
20/02/2018,----,0.4266,17,16,5,21,65,2.2,256
21/02/2018,14,0.4794,15,8,4,19,69,2.6,317
22/02/2018,9,0.3703,15,9,7,18,62,2.9,313
23/02/2018,10,0.4341,14,13,4,17,67,2.8,289
24/02/2018,17,0.3089,8,23,2,19,65,2.7,272
25/02/2018,----,0.1602,7,23,2,20,64,2.7,255
26/02/2018,----,0.2027,12,14,12,16,63,3.7,305
27/02/2018,14,0.5045,16,18,2,18,66,2.3,319
28/02/2018,49,0.5565,24,20,5,20,63,1.7,318
01/03/2018,24,0.5472,23,22,9,22,47,----,----
02/03/2018,14,0.4367,25,11,18,21,35,----,----
03/03/2018,15,0.4118,18,28,4,21,46,----,----
04/03/2018,----,0.4288,17,21,3,21,51,----,----
05/03/2018,20,0.4512,20,21,5,21,53,----,----
06/03/2018,17,0.651,28,20,5,22,48,----,----
07/03/2018,26,0.6481,23,18,6,19,58,----,----
08/03/2018,----,0.7561,19,18,2,17,74,----,----
09/03/2018,----,----,----,----,----,----,----,----,----
10/03/2018,11,0.4549,14,23,3,19,59,----,----
11/03/2018,10,0.3569,13,20,3,18,62,2.9,356
12/03/2018,13,0.6636,22,23,5,21,52,1.8,72
13/03/2018,21,0.391,19,24,6,20,60,2.4,19
14/03/2018,16,0.5666,19,23,4,21,54,1.7,294
15/03/2018,15,0.6252,22,23,4,21,50,2,6
16/03/2018,14,0.4626,20,25,5,21,51,3.1,79
17/03/2018,8,0.3043,18,13,13,16,69,3.2,74
18/03/2018,10,0.375,14,15,5,16,69,2.6,19
19/03/2018,10,0.565,17,22,3,19,62,2.6,331
20/03/2018,11,0.8315,25,18,3,19,61,1.8,28
21/03/2018,12,0.2657,11,30,3,18,68,2.8,266
22/03/2018,10,0.3891,20,12,5,14,82,2.5,89
23/03/2018,----,0.4213,18,10,3,15,77,2.7,48
24/03/2018,8,0.5017,15,21,3,18,62,2.3,335
25/03/2018,9,0.2614,13,26,4,19,58,3,357
26/03/2018,9,0.5051,23,24,11,19,49,1.2,103
27/03/2018,15,0.4756,23,25,3,19,59,2.1,12
28/03/2018,20,0.5858,27,34,5,20,51,1.5,1
29/03/2018,28,0.6612,26,28,8,19,56,1.9,355
30/03/2018,20,0.3745,17,22,5,20,61,2.2,8
31/03/2018,16,0.3999,15,18,3,19,69,1.9,53
01/04/2018,15,0.4614,14,19,3,18,71,2.3,23
02/04/2018,13,0.2794,14,24,2,18,69,2,30
03/04/2018,20,0.5622,22,20,3,17,70,1.5,70
04/04/2018,18,0.4607,20,18,4,18,64,2.4,7
05/04/2018,17,0.5988,22,16,2,15,71,2.1,353
06/04/2018,9,0.5257,20,22,1,17,54,1.7,289
07/04/2018,10,0.4508,25,19,5,20,42,1.5,42
08/04/2018,16,0.3065,25,20,14,20,47,2.1,64
09/04/2018,13,0.3613,17,19,5,17,66,2.8,27
10/04/2018,13,0.5608,17,21,2,17,71,1.7,288
11/04/2018,13,0.2942,18,10,10,16,70,2.6,96
12/04/2018,11,0.3609,14,10,3,14,74,2.8,29
13/04/2018,21,0.5837,16,18,1,15,70,2.1,330
14/04/2018,34,0.762,23,15,----,16,68,1.1,337
15/04/2018,35,0.6689,26,12,----,16,67,1.3,63
16/04/2018,45,0.6529,21,21,----,16,67,1.7,6
17/04/2018,43,0.5124,18,22,----,15,70,2.1,316
18/04/2018,26,0.6584,19,21,----,16,68,1.9,322
19/04/2018,19,0.7883,20,21,----,17,63,2,319
20/04/2018,25,0.5878,21,17,----,17,63,2.5,37
21/04/2018,22,0.3697,15,21,2,16,59,2,301
22/04/2018,15,0.2907,17,16,4,16,42,1.1,209
23/04/2018,13,0.5342,23,16,4,17,37,0.9,176
24/04/2018,15,0.836,27,18,2,19,32,0.9,200
25/04/2018,25,0.8596,35,21,6,19,35,1.4,24
26/04/2018,29,0.5747,27,24,5,18,44,2.3,350
27/04/2018,25,0.4455,24,23,3,19,41,1.2,350
28/04/2018,31,0.6315,26,25,4,18,43,1.8,335
29/04/2018,30,0.6044,26,21,4,17,46,1.6,19
30/04/2018,----,----,----,----,----,----,----,----,----
02/05/2018,----,----,----,----,----,----,----,----,----
03/05/2018,24,0.5405,16,25,1,14,55,1.9,265
04/05/2018,20,0.6029,17,19,2,14,43,1.5,232
05/05/2018,26,0.6581,22,18,5,14,25,1,202
06/05/2018,20,0.3976,24,15,11,15,31,1.1,157
07/05/2018,14,0.4122,25,12,12,16,21,2.3,67
08/05/2018,29,0.6669,27,18,5,16,33,2,22
09/05/2018,27,0.9881,18,21,3,16,33,1.6,320
10/05/2018,21,0.7477,23,19,3,18,29,1.5,8
11/05/2018,33,0.7871,27,20,6,16,33,2,8
12/05/2018,34,0.5216,26,27,6,15,36,2.4,2
13/05/2018,23,0.5568,17,21,2,13,41,1.4,249
14/05/2018,16,0.4821,19,16,1,9,67,2.4,7
15/05/2018,31,0.2564,17,13,5,10,65,2.3,104
16/05/2018,----,0.0933,11,15,1,9,69,2.7,125
17/05/2018,18,0.5042,17,13,11,11,56,1.3,149
18/05/2018,15,0.3152,17,11,6,12,60,2.4,103
19/05/2018,11,0.3261,15,12,6,13,65,3,64
20/05/2018,10,0.3181,10,17,2,13,65,3.4,20
21/05/2018,17,0.5956,15,17,4,15,63,2.5,336
22/05/2018,----,0.486,15,23,1,15,57,2.1,258
23/05/2018,----,0.9244,25,17,5,16,41,1.4,358
24/05/2018,27,0.9351,18,21,2,16,40,1.6,299
25/05/2018,----,1.2234,22,12,4,15,35,1.2,237
26/05/2018,23,0.8085,26,9,8,16,31,1.5,46
27/05/2018,26,0.6351,26,15,4,15,31,1.9,6
28/05/2018,27,0.607,27,20,4,15,43,2.3,357
29/05/2018,30,0.6583,21,18,5,13,59,2.3,354
30/05/2018,28,0.8189,----,14,4,13,60,2.2,8
31/05/2018,22,0.4908,----,19,3,11,68,3.3,7
01/06/2018,20,0.5969,----,15,6,11,52,2.1,274
02/06/2018,20,0.6961,----,8,24,13,24,1.8,51
03/06/2018,31,0.6386,----,15,3,13,24,1.4,266
04/06/2018,23,0.4673,----,14,5,10,43,2.1,118
05/06/2018,30,0.5936,----,12,17,10,55,1.9,115
06/06/2018,50,0.8529,30,15,32,11,46,1,149
07/06/2018,50,0.8256,29,15,16,11,41,0.9,209
08/06/2018,60,0.7839,33,20,11,12,35,1,163
09/06/2018,35,0.7267,25,23,4,13,28,1.7,328
10/06/2018,----,0.7134,25,16,3,11,32,0.9,185
11/06/2018,36,0.7936,32,14,11,12,38,1.8,67
12/06/2018,33,0.6807,25,17,4,10,56,2,37
13/06/2018,32,0.943,22,16,3,10,54,1.5,359
14/06/2018,21,0.6473,16,19,3,11,52,2.7,327
15/06/2018,27,0.7818,16,25,3,13,35,3.3,291
16/06/2018,28,0.398,15,16,4,9,46,1.4,204
17/06/2018,28,0.4568,19,20,8,11,40,2.4,19
18/06/2018,31,0.8102,18,18,9,13,46,1.8,327
19/06/2018,30,0.8304,19,21,4,14,31,2.3,294
20/06/2018,26,0.7963,22,16,4,15,22,1.7,357
21/06/2018,37,0.6019,23,20,6,14,44,2.5,9
22/06/2018,30,0.8266,25,17,12,14,34,1.1,151
23/06/2018,53,0.7694,29,21,12,13,35,2.1,349
24/06/2018,----,0.4416,20,20,6,12,31,1.1,208
25/06/2018,----,0.8211,29,12,6,13,25,1.2,78
26/06/2018,47,0.7795,27,13,6,11,46,2.2,31
27/06/2018,37,0.6014,20,18,6,12,44,2.1,346
28/06/2018,28,0.8066,21,16,4,13,39,1.7,350
29/06/2018,28,0.5512,18,21,5,13,36,3.2,339
30/06/2018,28,0.7987,16,20,4,13,34,2.3,312
01/07/2018,23,0.6494,21,16,4,14,22,1.9,348
02/07/2018,18,0.2521,11,23,5,10,28,3.5,264
03/07/2018,23,0.3199,15,17,7,6,33,2.5,101
04/07/2018,25,0.4457,17,19,5,9,50,2.3,74
05/07/2018,29,0.3794,20,14,12,9,41,2.6,108
06/07/2018,20,0.4257,18,11,10,7,53,2.8,89
07/07/2018,22,0.3909,18,11,13,9,49,2,97
08/07/2018,15,0.4232,18,8,6,9,64,1.5,86
09/07/2018,25,0.5738,20,6,5,10,66,1.8,70
10/07/2018,22,0.3655,16,11,5,11,65,1.8,63
11/07/2018,27,0.652,21,10,10,12,53,1.7,39
12/07/2018,25,0.535,18,15,4,12,51,2.4,19
13/07/2018,19,0.4804,17,15,4,12,49,2.6,1
14/07/2018,26,0.5078,18,11,5,10,60,1.5,65
15/07/2018,19,0.293,13,11,11,8,65,2.9,96
16/07/2018,17,0.4327,19,10,16,9,46,2.7,82
17/07/2018,28,0.6246,21,8,12,8,45,2.1,57
18/07/2018,34,0.884,22,10,11,9,46,1.4,45
19/07/2018,27,0.7653,21,13,11,----,----,----,----
20/07/2018,----,0.9919,23,13,7,10,46,1.5,17
21/07/2018,25,0.5506,19,15,8,11,45,1.8,36
22/07/2018,20,0.4089,15,18,4,12,46,2,35
23/07/2018,20,0.5768,18,13,4,12,49,2,33
24/07/2018,37,0.8206,27,13,10,12,42,1.4,24
25/07/2018,31,0.7478,23,16,3,13,35,0.9,246
26/07/2018,----,----,----,----,----,----,----,----,----
27/07/2018,----,----,----,----,----,----,----,----,----
28/07/2018,23,0.7183,21,13,2,15,28,1.3,358
29/07/2018,32,0.4785,17,18,4,15,27,2.1,338
30/07/2018,23,0.7175,19,15,2,14,28,2.1,286
31/07/2018,29,0.7097,22,18,4,16,23,2.6,0
01/08/2018,28,0.5134,15,22,7,17,28,3.9,331
02/08/2018,26,0.9414,24,17,3,17,21,2,302
03/08/2018,30,0.535,19,18,3,16,45,4,33
04/08/2018,25,0.3697,10,26,4,16,53,5.4,18
05/08/2018,28,0.3012,9,29,4,17,36,4.8,324
06/08/2018,----,0.4775,18,16,5,15,23,3.1,343
07/08/2018,19,0.4224,14,20,4,17,20,3.7,295
08/08/2018,26,0.5351,23,12,5,15,24,2.3,73
09/08/2018,----,0.2161,6,25,----,13,70,6.8,37
10/08/2018,18,0.2253,8,24,----,13,47,5,294
11/08/2018,18,0.3369,22,18,----,10,25,2.2,212
12/08/2018,27,0.3604,17,27,----,15,35,4.2,10
13/08/2018,32,0.5077,24,30,----,19,39,4,21
14/08/2018,32,0.7172,34,23,----,19,25,3.2,8
15/08/2018,40,0.6383,34,26,----,20,28,3.3,15
16/08/2018,35,0.5588,30,29,----,21,28,3.5,6
17/08/2018,29,0.4187,22,28,----,19,26,4,329
18/08/2018,14,0.1955,20,10,----,10,55,3.6,122
19/08/2018,21,0.282,15,23,----,15,54,3.6,4
20/08/2018,28,0.5169,26,26,----,19,42,3.6,351
21/08/2018,31,0.4115,27,29,----,21,29,3.4,8
22/08/2018,----,0.2681,20,33,----,19,30,4.4,356
23/08/2018,27,0.7423,29,21,----,17,36,2.2,272
24/08/2018,27,----,----,----,----,16,46,3.9,37
25/08/2018,24,0.3625,13,30,----,16,59,5.7,24
26/08/2018,32,0.2721,11,31,2,18,38,5,338
27/08/2018,----,0.1291,13,18,2,10,28,2.6,216
28/08/2018,20,0.2936,28,14,13,13,22,1.8,202
29/08/2018,29,0.4659,30,20,3,16,35,2.6,18
30/08/2018,28,0.554,31,19,4,17,35,2.7,22
31/08/2018,25,0.5817,36,19,3,18,25,3,21
01/09/2018,26,0.5131,----,20,----,19,20,3.1,14
02/09/2018,19,0.2487,17,28,----,20,20,4.4,9
03/09/2018,18,0.4612,18,17,----,13,30,2.3,211
04/09/2018,----,0.9786,35,18,----,17,18,2.7,12
05/09/2018,27,0.7336,32,30,----,22,16,3.8,27
06/09/2018,38,0.5676,19,36,----,22,23,4.9,23
07/09/2018,35,0.8581,30,18,----,16,51,3,346
08/09/2018,----,0.3032,11,20,----,11,34,3.1,230
09/09/2018,----,0.2324,8,15,----,8,40,2.4,215
10/09/2018,----,0.4885,21,15,----,12,22,1.9,273
